isbn,book_title,category,rental_price,status,author,publisher
978-7-617-62028-1,"Cross-Platform Client-Server Project",Self-Help,2.31,yes,"Rebecca Webb",Vintage
978-7-618-13268-7,"Inverse Asynchronous Adapter","Science Fiction",3.54,yes,"Brady Smith",Vintage
978-7-623-57202-0,"Proactive Analyzing Projection","Literary Fiction",10.59,yes,"Lisa Murphy",Hachette
978-7-625-29313-6,"Proactive Content-Based Matrix",Classic,11.46,yes,"Lauren Savage",Vintage
978-7-640-57419-1,"Front-Line Intermediate Synergy",Biography,3.12,yes,"Randall Bonilla",Doubleday
978-7-642-56849-9,"Stand-Alone Interactive Superstructure",History,11.74,yes,"Jodi Patterson","Simon & Schuster"
978-7-646-95029-5,"Synergistic Needs-Based Pricing Structure",Children,4.62,no,"Michael Howe",Vintage
978-7-652-39770-1,"Upgradable Neutral Local Area Network","Literary Fiction",5.08,no,"Carrie Glass",Macmillan
978-7-696-84794-6,"Sharable Demand-Driven Projection",Self-Help,9.48,yes,"Christina Jones",Scholastic
978-7-709-90691-3,"Multi-Layered Multi-State Forecast",Classic,10.04,no,"Brittany Smith",Hachette
978-7-712-72814-9,"Customizable Upward-Trending Firmware",Fantasy,7.34,no,"Jesse Conway",Knopf
978-7-721-67939-6,"Versatile Mission-Critical Budgetary Management",Children,4.16,yes,"Sara Cruz",Hachette
978-7-738-29112-7,"Programmable Methodical Conglomeration",Fiction,11.24,yes,"Tara Jones","Simon & Schuster"
978-7-745-96997-1,"Persistent Eco-Centric Orchestration",Self-Help,8.34,yes,"Theodore Vargas II",Doubleday
978-7-756-81211-8,"Exclusive Full-Range Throughput","Literary Fiction",10.89,yes,"Michael Cain",Knopf
978-7-760-96529-0,"Realigned Bandwidth-Monitored Hub",Classic,4.18,yes,"Brent Hartman",Doubleday
978-7-770-11092-1,"Cloned Content-Based Moderator",Fantasy,8.6,yes,"Eric Jones",HarperCollins
978-7-775-27082-9,"Open-Source Needs-Based Synergy","Science Fiction",10.28,no,"Wesley Meyers",Knopf
978-7-775-82585-8,"Proactive 4Thgeneration Utilization",Biography,6.7,yes,"Cindy Holt",Knopf
978-7-791-72759-7,"Diverse Optimizing Adapter",History,7.91,no,"Joshua Knight","Penguin Books"
978-7-805-87832-7,"Organized Asynchronous Encryption",Children,2.33,yes,"Madison Johnson",Macmillan
978-7-808-26632-3,"Diverse Human-Resource Utilization",Mystery,8.4,no,"Edward Perez",Scholastic
978-7-821-58310-1,"Organized Coherent Database",Biography,6.82,yes,"Michael Perez","Random House"
978-7-832-58200-4,"Reverse-Engineered 24/7 Methodology",Fiction,8.45,yes,"Joseph Walker","Penguin Books"
978-7-839-69303-5,"Ameliorated Secondary Secured Line",Classic,5,yes,"Chad Berry","Penguin Books"
978-7-843-93568-2,"Re-Engineered Systemic Application",History,7.78,yes,"Tyler Krueger","Penguin Books"
978-7-852-34833-2,"Exclusive Background Internet Solution",Fiction,3.93,yes,"Kyle Lewis",Vintage
978-7-864-79798-3,"Horizontal Full-Range Flexibility",Fantasy,8.84,no,"Mark Prince",Vintage
978-7-878-48005-3,"Open-Architected Neutral Time-Frame",Mystery,7.54,no,"Sylvia Steele","Simon & Schuster"
978-7-888-41886-5,"Public-Key Encompassing Customer Loyalty",Thriller,6.59,no,"Jessica Phillips",Doubleday
978-7-900-44737-5,"Reduced Optimizing Website",Biography,8.93,yes,"David Alvarado",Hachette
978-7-901-31206-1,"Stand-Alone Client-Server Internet Solution",History,7.08,yes,"Julie Burgess",Knopf
978-7-907-55054-0,"Business-Focused Demand-Driven Concept",Fiction,3,no,"Daniel Moore","Penguin Books"
978-7-907-85766-3,"Enterprise-Wide Zero-Defect Infrastructure",Mystery,6.51,yes,"Angela Sullivan",Macmillan
978-7-911-73191-9,"Assimilated Impactful Hub",Fiction,7.02,yes,"Megan Jones",Vintage
978-7-944-34979-5,"Cross-Group Value-Added Task-Force",Classic,9.57,yes,"Erika Curtis",Doubleday
978-7-952-47512-3,"Total Directional Secured Line",Biography,10.02,yes,"Stanley Cole","Simon & Schuster"
978-7-987-88263-8,"Stand-Alone Full-Range Workforce",Classic,3.86,no,"Rebecca Howard",Knopf
978-7-998-41148-5,"Proactive Responsive Orchestration","Literary Fiction",10.29,yes,"Zoe Garcia","Simon & Schuster"
978-8-104-22934-3,"Multi-Channeled Dedicated Intranet","Science Fiction",10.51,no,"Bryan Smith",Hachette
978-8-108-24089-6,"Versatile Modular Analyzer",Mystery,10.82,yes,"Brianna Thomas",Scholastic
978-8-116-92831-8,"Automated Interactive Hub",Biography,4.42,yes,"Victoria Sanders",Macmillan
978-8-118-14141-6,"Re-Engineered Didactic Workforce",Classic,5.84,yes,"Alex Lewis",Scholastic
978-8-133-75860-5,"Synergized System-Worthy Info-Mediaries",Fantasy,10.6,yes,"Terry Phillips",Vintage
978-8-150-98759-4,"Face-To-Face 5Thgeneration Alliance",Children,10.2,yes,"Ms. Tiffany Thompson","Penguin Books"
978-8-172-85361-3,"Self-Enabling Well-Modulated Model",Children,6.08,no,"Andrea Hubbard",Scholastic
978-8-187-49936-3,"Multi-Channeled Zero-Defect Structure",Romance,9.41,yes,"Ryan Jensen","Simon & Schuster"
978-8-195-94675-6,"Sharable Coherent Data-Warehouse","Science Fiction",5.62,yes,"Diana Sheppard",Macmillan
978-8-209-83220-1,"Object-Based Holistic Utilization","Science Fiction",4.94,yes,"Brittany Alvarez",Knopf
978-8-215-85066-1,"Self-Enabling 24/7 Circuit",Children,9.75,yes,"Crystal Smith",Knopf
978-8-218-19287-3,"Monitored Human-Resource Definition",Romance,6.45,yes,"Kathleen Moses",Scholastic
978-8-218-60488-9,"Configurable Interactive Structure",History,4.55,no,"Mark Hanson","Penguin Books"
978-8-232-90209-1,"Organic Fault-Tolerant Algorithm",Classic,5.09,no,"Bradley Jackson",Knopf
978-8-235-84847-9,"Versatile Systemic Hardware","Literary Fiction",4.43,no,"Susan Abbott",Scholastic
978-8-237-60910-3,"Re-Engineered Tertiary Workforce",Children,4.03,yes,"Tyler Montes",Vintage
978-8-248-60277-3,"Virtual Cohesive Capacity",Biography,7.08,yes,"Jeffery Mueller",HarperCollins
978-8-251-66333-2,"Innovative Multimedia Productivity",Fiction,5.08,yes,"Jason Sanchez",Hachette
978-8-253-31566-5,"Total Impactful Architecture","Science Fiction",6.42,yes,"Tom Campbell",Doubleday
978-8-261-63334-7,"Expanded Analyzing Forecast","Literary Fiction",8.51,yes,"Catherine Brown",Hachette
978-8-273-99825-6,"Public-Key Stable Alliance",Mystery,3.39,yes,"Linda Harper",Macmillan
978-8-285-48506-1,"Down-Sized Tangible Functionalities","Literary Fiction",3.28,yes,"Mark Rodriguez",Knopf
978-8-311-95799-7,"Triple-Buffered Zero-Defect Circuit",Dystopia,5.63,yes,"Melissa Matthews","Simon & Schuster"
978-8-316-36712-8,"Polarized Systematic Support","Science Fiction",9.5,no,"Jeffery Moore",Doubleday
978-8-318-76307-4,"Up-Sized Bifurcated Methodology",Mystery,11.33,yes,"Joseph Robinson","Simon & Schuster"
978-8-319-59160-8,"Reactive Incremental Budgetary Management",Romance,4.54,no,"Jodi Palmer",Vintage
978-8-322-17398-2,"Expanded Fault-Tolerant Task-Force","Science Fiction",11.93,yes,"Danielle Morgan",Doubleday
978-8-335-87128-3,"Future-Proofed Regional Synergy",Fiction,2.71,yes,"David Hunt","Simon & Schuster"
978-8-343-65026-7,"Open-Source Logistical Artificial Intelligence",Fiction,11.73,yes,"Kimberly Wilcox",Macmillan
978-8-344-50562-7,"Ergonomic Incremental Graphical User Interface",History,5.68,no,"Monica Mora",Vintage
978-8-366-81233-8,"Automated Next Generation Interface","Literary Fiction",8.54,yes,"William Thomas",Hachette
978-8-369-41082-4,"Re-Engineered Scalable Process Improvement","Literary Fiction",11.59,yes,"Mark Cooper",Hachette
978-8-370-31983-5,"Reduced Foreground Open System","Literary Fiction",7.97,yes,"Dean Riley","Simon & Schuster"
978-8-379-31567-4,"Self-Enabling Exuding Matrices","Literary Fiction",11.67,yes,"Miss Claudia Marks",Hachette
978-8-385-29316-7,"Future-Proofed Web-Enabled Knowledge User",Classic,3.22,no,"Christopher Daniel",Vintage
978-8-401-69469-8,"Synchronized Dynamic Conglomeration",Biography,6.3,yes,"Brian Shepard DDS",Knopf
978-8-406-81802-5,"Ergonomic Modular Conglomeration",Romance,9.37,yes,"Andrew Walters","Simon & Schuster"
978-8-406-84048-5,"Progressive Exuding Parallelism","Science Fiction",7.36,yes,"Edward Hughes",Doubleday
978-8-409-32939-1,"Realigned Context-Sensitive Monitoring",Dystopia,9.85,yes,"Danielle Hess",HarperCollins
978-8-416-33010-7,"Profound Discrete Time-Frame",Fiction,2.9,yes,"Amber Jones",Doubleday
978-8-417-52904-2,"Stand-Alone Multi-State Array",Thriller,10.72,yes,"Zachary Garrett","Simon & Schuster"
978-8-426-67817-1,"Stand-Alone Human-Resource Website",Children,3.49,yes,"Denise Hunter",HarperCollins
978-8-452-65771-8,"Realigned Upward-Trending Support",Dystopia,5.52,no,"James Jennings",Macmillan
978-8-469-18870-8,"Right-Sized 3Rdgeneration Knowledgebase","Science Fiction",7.07,yes,"Darius Garcia",Scholastic
978-8-482-23935-0,"Stand-Alone Zero-Defect Solution",Mystery,6.92,no,"Peter Henderson",HarperCollins
978-8-489-51505-7,"Open-Source Tangible Adapter","Science Fiction",2.36,yes,"Joseph Castillo","Simon & Schuster"
978-8-496-34232-5,"Organized Non-Volatile Leverage",Fantasy,5.69,no,"James Barnett","Penguin Books"
978-8-496-77649-0,"Seamless 24/7 Budgetary Management",History,4.91,no,"Devon Holmes",Macmillan
978-8-513-22051-5,"Fundamental Responsive Customer Loyalty",History,10.83,yes,"Sandra Reynolds",Hachette
978-8-525-23829-9,"Reactive Content-Based Synergy",Dystopia,8.74,no,"Carol Lara",HarperCollins
978-8-533-72240-3,"Focused Intermediate Protocol",Children,10.79,yes,"Erik Anderson",Hachette
978-8-533-84012-5,"User-Centric Zero-Defect Architecture",Biography,4.76,no,"Justin Walker","Simon & Schuster"
978-8-536-81810-7,"Reverse-Engineered Coherent Algorithm",Mystery,9.44,no,"Gabriel Sanders",Vintage
978-8-562-25860-3,"Implemented Fresh-Thinking Architecture",History,2.64,yes,"April Griffith",Doubleday
978-8-566-58916-0,"Balanced Fault-Tolerant Portal",Biography,8.38,no,"Teresa Holloway",Vintage
978-8-567-11044-5,"Reduced Demand-Driven Flexibility",History,4.92,yes,"Lisa Liu",Doubleday
978-8-567-12011-2,"Extended 5Thgeneration Hierarchy",Fantasy,10.71,yes,"Lauren Brown",HarperCollins
978-8-581-33803-3,"Implemented Multi-Tasking Neural-Net",Children,10.17,yes,"Derek Smith",HarperCollins
978-8-582-80453-3,"Team-Oriented 3Rdgeneration Structure",Thriller,4.47,yes,"Teresa Hart",Knopf
978-8-595-55236-5,"Optimized Mission-Critical Hierarchy","Science Fiction",9.63,no,"Tiffany Wright",Vintage
978-8-600-42914-0,"Realigned Exuding Archive",Classic,8.34,yes,"Mrs. Catherine Martinez","Penguin Books"
978-8-607-16145-5,"Distributed Didactic Paradigm",Self-Help,8.71,yes,"Michael Lopez",Scholastic
978-8-619-53421-4,"Multi-Channeled Full-Range Productivity","Literary Fiction",10.96,yes,"Anna Gonzales",Doubleday
978-8-629-43980-2,"Team-Oriented Discrete Instruction Set",Dystopia,3.27,yes,"Raymond Brooks",HarperCollins
978-8-635-91033-1,"Networked Optimal System Engine",Fantasy,8.62,yes,"Laura Diaz",Vintage
978-8-646-10960-1,"Reverse-Engineered Coherent Knowledge User",History,8.7,yes,"Jacob Bradshaw",Scholastic
978-8-669-84798-9,"Team-Oriented Heuristic Local Area Network",Mystery,2.94,no,"Daniel Cox",Hachette
978-8-677-96259-0,"Quality-Focused Client-Driven Customer Loyalty",Mystery,11.29,yes,"Scott Johnson","Penguin Books"
978-8-682-13794-2,"Optimized Needs-Based Pricing Structure",History,10.75,yes,"Tyler Mckinney","Penguin Books"
978-8-689-37151-1,"Grass-Roots Composite Parallelism",Biography,10.81,yes,"Nicole Crawford",Knopf
978-8-693-56088-2,"Inverse Bifurcated Standardization",Fiction,3.37,yes,"Steven Lin",Hachette
978-8-723-36071-2,"Persistent Multimedia Database",Dystopia,9.63,yes,"Wesley Henry",Doubleday
978-8-728-78898-8,"Intuitive Explicit Algorithm",Romance,7.51,yes,"Brandon Casey",Scholastic
978-8-757-17698-8,"Customizable Mission-Critical Installation",Fiction,10.39,yes,"Sarah Nguyen","Penguin Books"
978-8-760-57012-0,"Universal Grid-Enabled Throughput",Fantasy,4.76,yes,"Robert Williams",Vintage
978-8-763-54725-0,"User-Friendly Hybrid Budgetary Management",Fantasy,10.22,yes,"Dylan Obrien",Scholastic
978-8-768-74876-6,"Secured Encompassing Open Architecture",Self-Help,6.92,no,"Tanner Hart",Vintage
978-8-770-99764-5,"Integrated Asymmetric Application",Children,9.63,no,"Kelsey Gould",Vintage
978-8-789-16903-2,"Programmable Dynamic Framework",History,10.04,yes,"Thomas Romero",Scholastic
978-8-794-79842-4,"Multi-Channeled Needs-Based Monitoring","Literary Fiction",8.21,yes,"Craig Salinas","Simon & Schuster"
978-8-794-90274-3,"Inverse Dynamic Artificial Intelligence",Fantasy,4.4,yes,"Russell Hartman",Scholastic
978-8-799-32645-7,"Multi-Channeled Maximized Knowledgebase",Thriller,2.73,yes,"Wendy Brown","Penguin Books"
978-8-800-36517-2,"Realigned Value-Added Knowledge User",Children,8.89,yes,"Samantha Morgan",Scholastic
978-8-810-93476-5,"Diverse Asynchronous Intranet",Romance,3.15,yes,"Tina Mccarty",Knopf
978-8-856-89087-3,"Adaptive System-Worthy Moderator",Thriller,9.25,yes,"William Johnson",Macmillan
978-8-863-55332-0,"Progressive Dedicated Concept",Classic,6.37,yes,"Jennifer Johnson",Hachette
978-8-864-77999-8,"Front-Line Fault-Tolerant Portal",Biography,8.88,yes,"Jessica Thompson",Vintage
978-8-868-44973-5,"Cloned Needs-Based Complexity",Classic,4.94,yes,"Marie Hernandez",Vintage
978-8-873-36365-4,"Right-Sized User-Facing Implementation",Fantasy,11.95,yes,"Lucas Kidd Jr.",Vintage
978-8-882-64548-9,"Re-Engineered Human-Resource Hierarchy",Biography,9.91,yes,"Nicholas Brown",Knopf
978-8-885-91490-9,"Streamlined Asymmetric Open System",Self-Help,8.43,yes,"Kimberly Rosales",Doubleday
978-8-893-73372-7,"Versatile Methodical Software",Fantasy,10.26,yes,"Jeffrey Webster",Hachette
978-8-900-73527-5,"Distributed Upward-Trending Standardization",Biography,7.02,no,"Theresa Stephens",Macmillan
978-8-910-30836-1,"Innovative Optimal Approach",Children,9.1,no,"Matthew Walker MD","Random House"
978-8-925-80575-3,"Managed Asynchronous Benchmark",Dystopia,6.31,yes,"Tina Kemp",Doubleday
978-8-928-45235-6,"User-Friendly Systematic Product",History,10.53,yes,"Jennifer Perry","Random House"
978-8-939-37215-0,"Persistent Bifurcated Support",Mystery,3.48,yes,"Marcus Stewart","Penguin Books"
978-8-941-59146-8,"Focused Client-Driven Function",Thriller,7.09,no,"Tammy Jones","Penguin Books"
978-8-966-89260-7,"Horizontal Intangible Paradigm",Romance,8.5,yes,"Christina Barnes",Scholastic
978-8-979-46624-7,"Proactive Bandwidth-Monitored Productivity","Science Fiction",2.78,yes,"Nicolas Mason","Simon & Schuster"
978-8-981-57826-1,"Reduced Stable Middleware",Dystopia,9.05,no,"Kimberly Morales",Doubleday
978-8-985-39400-8,"Profit-Focused Zero Administration Secured Line",Fantasy,4.38,yes,"David Gallagher","Penguin Books"
978-8-995-82754-2,"Integrated Maximized Infrastructure",Classic,2.42,no,"Valerie Smith",Knopf
978-9-105-20384-0,"Mandatory Empowering Superstructure",Children,4.16,yes,"Jorge Phillips",Knopf
978-9-127-47593-7,"Reactive Modular Capacity",Classic,3.27,yes,"Cynthia Rollins",Macmillan
978-9-127-91940-5,"Balanced Full-Range Synergy",Fantasy,2.97,yes,"Haley Clarke PhD",Hachette
978-9-140-91183-1,"Exclusive Needs-Based Ability",Fantasy,8.57,yes,"Christopher Fischer",Macmillan
978-9-149-87846-0,"Public-Key Upward-Trending Groupware",Self-Help,3.08,yes,"James Weber","Penguin Books"
978-9-160-71483-1,"Centralized Context-Sensitive Definition",Children,2.43,yes,"Jill Villa","Penguin Books"
978-9-161-89905-1,"Fundamental Foreground Circuit",Thriller,4.08,yes,"Andrea Taylor",Macmillan
978-9-188-28827-3,"Persistent Well-Modulated Pricing Structure",Children,6.75,yes,"Brian Austin",HarperCollins
978-9-191-24749-6,"Synergistic Asymmetric Strategy",Fantasy,5.65,yes,"Linda Hall",Hachette
978-9-198-20029-8,"Cloned Foreground Secured Line",Thriller,6.92,no,"Patrick Parks","Simon & Schuster"
978-9-198-33255-7,"Diverse Coherent Hub",Biography,8,yes,"Amy Rodriguez",HarperCollins
978-9-204-80371-2,"Monitored Attitude-Oriented Product",Dystopia,5.26,no,"Megan Zimmerman",HarperCollins
978-9-220-47054-1,"User-Friendly Bandwidth-Monitored Challenge",Thriller,3.06,yes,"Amy Huerta",Doubleday
978-9-221-26864-1,"Public-Key Methodical Approach",Fantasy,5.73,yes,"Julie Woodard",Knopf
978-9-229-67788-4,"Virtual Discrete System Engine",Dystopia,3.84,yes,"Abigail Russell",Hachette
978-9-234-22178-7,"Horizontal 24/7 System Engine",Classic,6.56,no,"Brandon Matthews",Vintage
978-9-234-88282-6,"Automated Actuating Capacity",Mystery,3.62,yes,"Matthew Jenkins",Vintage
978-9-241-42768-0,"Team-Oriented Bifurcated Definition",Self-Help,6.81,yes,"Stephanie Carter",Knopf
978-9-259-21050-6,"De-Engineered User-Facing Application",Children,4.29,yes,"James Bauer",Vintage
978-9-263-59634-8,"Up-Sized High-Level Budgetary Management",Fantasy,2.44,yes,"Darrell Berger",Hachette
978-9-277-53975-1,"Robust Client-Driven Implementation",Classic,4.74,no,"Toni Atkins","Random House"
978-9-278-87564-2,"Fundamental Solution-Oriented Capability",Self-Help,6.47,yes,"Elizabeth Rojas",Macmillan
978-9-289-67627-1,"Re-Contextualized Neutral Hierarchy",Mystery,10.35,no,"Mike Anderson",Scholastic
978-9-299-69606-6,"Customizable Optimizing Pricing Structure",Biography,2.05,yes,"Richard Richards",Scholastic
978-9-326-38721-2,"Digitized Zero Administration Internet Solution","Literary Fiction",3.53,yes,"Anita Dunn",Scholastic
978-9-331-78084-7,"Profit-Focused Heuristic Project",Fiction,2.08,yes,"Joshua Johnson",HarperCollins
978-9-338-48074-3,"Multi-Channeled Interactive Product",Fiction,3.18,no,"Jillian Mckenzie",HarperCollins
978-9-356-98835-2,"Face-To-Face Bottom-Line Conglomeration",Self-Help,2.97,yes,"Dylan Sanchez",Macmillan
978-9-365-19828-0,"Versatile Bi-Directional Support",Classic,3.98,no,"James Ponce","Random House"
978-9-405-18333-6,"Devolved Mobile Service-Desk",Dystopia,8.72,yes,"Joseph Peters",Scholastic
978-9-426-31299-6,"Optional Eco-Centric Installation",Biography,9.39,yes,"James Bishop",Doubleday
978-9-446-80854-7,"Adaptive Encompassing Knowledgebase",Fiction,3.3,no,"Michael Burnett","Penguin Books"
978-9-459-79767-4,"Centralized Full-Range Data-Warehouse",Biography,7.39,yes,"Dean Mullins",Macmillan
978-9-461-16377-0,"Horizontal Non-Volatile Implementation",Children,6.95,no,"Lance Day",Macmillan
978-9-468-14697-1,"Optional Radical Initiative",Thriller,4.99,yes,"Jacob Adams",Scholastic
978-9-473-51462-6,"Versatile User-Facing Middleware",Mystery,2.05,yes,"William Moore","Simon & Schuster"
978-9-500-70438-3,"Intuitive Actuating Help-Desk",Romance,8.72,yes,"Joseph Hill",Knopf
978-9-502-33388-7,"Multi-Layered Value-Added Graphic Interface",Classic,3.44,no,"Victor Atkinson MD","Simon & Schuster"
978-9-506-86609-1,"Vision-Oriented System-Worthy Instruction Set",Fiction,7.12,yes,"Maria Bishop",Knopf
978-9-526-91016-0,"Cross-Platform Solution-Oriented Groupware","Literary Fiction",10.89,yes,"Benjamin Spencer",Macmillan
978-9-539-60965-0,"Pre-Emptive Tertiary Model",Romance,4.15,yes,"Sheila Herman",HarperCollins
978-9-539-85156-6,"Innovative Actuating Conglomeration",Romance,8.4,yes,"Jeremy Webb",HarperCollins
978-9-543-61773-7,"Business-Focused Heuristic Software",Fiction,5.83,no,"Marcia Ford","Random House"
978-9-546-93202-7,"Upgradable Client-Server Process Improvement",Classic,6.7,no,"Sean Newman",Hachette
978-9-553-56179-5,"Customizable Tertiary Matrices","Science Fiction",11.91,yes,"Gregory Fitzgerald",Hachette
978-9-556-33276-7,"Automated Global Core",Biography,7.51,yes,"Kimberly Porter","Random House"
978-9-557-35646-3,"Robust Impactful Groupware",Self-Help,10.77,yes,"Juan Hughes",Doubleday
978-9-567-92712-9,"Adaptive Demand-Driven Forecast",Fantasy,7.23,yes,"April Gray",Hachette
978-9-595-35200-3,"User-Centric Content-Based Infrastructure",Children,7.58,yes,"Joanna Warren",Macmillan
978-9-596-17122-6,"Compatible Clear-Thinking Knowledge User",Mystery,4.16,no,"Ricky Price","Random House"
978-9-601-52584-7,"Ameliorated Modular Application",History,6.28,yes,"Stephanie Peterson",Doubleday
978-9-619-60394-7,"Integrated Multi-State Instruction Set",Biography,7.54,yes,"Tracy Combs",Vintage
978-9-629-84905-9,"Customer-Focused Client-Server Support",Mystery,3.2,no,"Allison Ward","Random House"
978-9-635-25444-8,"Reactive Bifurcated Task-Force",Fiction,5.75,yes,"Tammy Esparza",Hachette
978-9-640-65476-1,"Persistent Logistical Ability",Thriller,4.88,yes,"Megan Green",HarperCollins
978-9-657-84732-2,"Adaptive Bifurcated Instruction Set",Fantasy,8.54,yes,"Jaime Taylor",Doubleday
978-9-674-52992-9,"Pre-Emptive Directional Productivity",History,8.48,no,"David Vasquez",Macmillan
978-9-676-75063-8,"Upgradable Content-Based Superstructure",Romance,8.32,no,"Christopher Neal","Random House"
978-9-681-18163-6,"Decentralized Tangible Support",Self-Help,11.64,yes,"Marie Sloan",Macmillan
978-9-682-49446-6,"Implemented Foreground Local Area Network","Science Fiction",10.34,yes,"John Maldonado",Macmillan
978-9-696-23133-1,"Enhanced Incremental Circuit",Biography,9.8,yes,"Lisa Olson",Knopf
978-9-701-78493-6,"Operative Exuding Portal",Classic,6.14,yes,"Allison Greene",Doubleday
978-9-704-21108-2,"Triple-Buffered Even-Keeled Forecast",Dystopia,3.18,yes,"Matthew Conrad MD",HarperCollins
978-9-707-45779-6,"Extended Local Solution",Dystopia,6.76,no,"Phyllis Johnson",Vintage
978-9-710-70674-5,"Automated Analyzing Pricing Structure","Science Fiction",2.98,no,"Dr. Steven Ray","Random House"
978-9-720-52184-8,"User-Friendly Mobile Emulation",Fantasy,6.19,yes,"Manuel Mccoy",Macmillan
978-9-723-47051-4,"Integrated Scalable Framework",Self-Help,3.08,yes,"Adam Baker",Hachette
978-9-734-90868-3,"Adaptive 5Thgeneration Process Improvement",Self-Help,4.95,no,"Luis Green",Knopf
978-9-752-12440-4,"Intuitive Zero Tolerance Array",Classic,4.17,no,"Tiffany Oconnor",Vintage
978-9-756-35578-9,"Enhanced Systematic Capacity","Science Fiction",4.22,yes,"Victoria Vazquez","Simon & Schuster"
978-9-757-60934-7,"Decentralized Actuating Attitude","Science Fiction",8.24,yes,"Latasha Trujillo","Penguin Books"
978-9-758-23926-7,"Fundamental Heuristic Graphical User Interface",Romance,4.59,yes,"Cheryl Key",HarperCollins
978-9-767-34672-5,"Streamlined Solution-Oriented Synergy",Biography,6.76,yes,"Cheryl Martin","Penguin Books"
978-9-767-45728-5,"Robust Neutral Help-Desk",Children,4.67,yes,"Jennifer Young",Macmillan
978-9-781-79489-8,"Cross-Group Web-Enabled Projection","Literary Fiction",6.58,yes,"Christopher Harrison",Macmillan
978-9-784-59674-5,"Multi-Tiered Empowering Orchestration",Fiction,6.94,yes,"Patrick Smith","Random House"
978-9-788-16380-3,"Secured Well-Modulated Function",Romance,2.44,no,"Aaron Potts","Simon & Schuster"
978-9-812-81618-2,"Streamlined Explicit Matrix",Fantasy,6.14,no,"Melissa Johnson","Penguin Books"
978-9-813-99727-0,"Future-Proofed Global Website",Mystery,5.89,yes,"Nicholas Delacruz",HarperCollins
978-9-820-36805-6,"Cloned Neutral Local Area Network",History,7.52,yes,"Julie Reynolds",Scholastic
978-9-825-21104-4,"Synchronized Cohesive Success","Science Fiction",5.77,yes,"Amanda Torres","Random House"
978-9-838-50988-3,"Configurable National Structure",Thriller,3.59,no,"Diane Hubbard",Vintage
978-9-853-78714-3,"Function-Based Asymmetric Toolset",History,2.72,no,"Ryan Hays",Hachette
978-9-853-81066-0,"Re-Engineered Foreground Moratorium",Romance,5.14,yes,"David Patterson",Doubleday
978-9-874-59253-1,"Automated Responsive Pricing Structure",Fiction,6.09,yes,"Joshua Vargas",Scholastic
978-9-876-50913-3,"Organized Impactful Migration",Dystopia,4.01,yes,"Molly Gonzalez",Macmillan
978-9-881-11832-8,"Diverse Coherent Hardware",History,9.16,yes,"Laura Barajas","Random House"
978-9-887-90460-9,"Cross-Platform Homogeneous Attitude",Fantasy,11.69,yes,"Glenn Ramirez","Penguin Books"
978-9-893-78846-4,"Ameliorated Demand-Driven Intranet","Literary Fiction",10.85,yes,"Dwayne Gomez",Doubleday
978-9-941-30204-7,"Multi-Tiered Optimal Core",Thriller,11.94,no,"Jonathan Lyons","Simon & Schuster"
978-9-964-62990-1,"Virtual Attitude-Oriented Paradigm",History,10.38,no,"Jessica Valentine",Macmillan
978-9-968-51482-4,"Synchronized Needs-Based Matrix","Science Fiction",7.75,yes,"Matthew Bradley","Random House"
978-9-976-93719-6,"Secured Coherent Algorithm",Fantasy,7.15,yes,"Daniel Smith",Scholastic
978-9-984-39002-2,"Up-Sized 3Rdgeneration Framework",Fiction,4.61,no,"Kevin Richardson",Macmillan
978-9-989-46009-7,"Cross-Group Hybrid Structure",Mystery,11.84,yes,"Lisa Osborne",Scholastic
978-9-989-68073-3,"Multi-Channeled Content-Based Artificial Intelligence",Self-Help,9.05,yes,"Stephanie Keller",Doubleday
978-9-992-96445-2,"Open-Source Value-Added Policy",Mystery,10.69,yes,"Derrick Anderson","Penguin Books"
